YM	SUBSCTN_ID	SUBSCTN_START_DT	NP_IN	TENURE	DT1_DATA_RTD_DUR	DT1_DATA_RTD_DWN_PACK	DT1_DATA_RTD_UP_PACK	DT1_DATA_RTD_CNT	DT2_DATA_RTD_DUR	DT2_DATA_RTD_DWN_PACK	DT2_DATA_RTD_UP_PACK	DT2_DATA_RTD_CNT	DT3_DATA_RTD_DUR	DT3_DATA_RTD_DWN_PACK	DT3_DATA_RTD_UP_PACK	DT3_DATA_RTD_CNT	VO1_MIN	VO1_CNT	VO1_PTYCNT	VO1_CHTMIN	VO1_TWMMIN	VO1_FETMIN	VO1_CHTCNT	VO1_TWMCNT	VO1_FETCNT	VO1_CHTPTYCNT	VO1_TWMPTYCNT	VO1_FETPTYCNT	VO2_MIN	VO2_CNT	VO2_PTYCNT	VO2_CHTMIN	VO2_TWMMIN	VO2_FETMIN	VO2_CHTCNT	VO2_TWMCNT	VO2_FETCNT	VO2_CHTPTYCNT	VO2_TWMPTYCNT	VO2_FETPTYCNT	VO3_MIN	VO3_CNT	VO3_PTYCNT	VO3_CHTMIN	VO3_TWMMIN	VO3_FETMIN	VO3_CHTCNT	VO3_TWMCNT	VO3_FETCNT	VO3_CHTPTYCNT	VO3_TWMPTYCNT	VO3_FETPTYCNT	SMS1_CNT	SMS2_CNT	SMS3_CNT	TENURE_MONTH_CNT	PREPAID_IND	GENDER_TYPE_CD	SUBSCTN_AGE	NTW_SERVICE_TYPE_CD	OFFER_SERVICE_TYPE_CD	OFFER_ID	BRANCH_CHANNEL_ID	SC_CHANNEL_ID	AGENT_CHANNEL_ID	MPRO_MEMBER_IND	NP_IN_IND	NP_FROM_CARRIER_CD	NP_OUT_IND	NP_TO_CARRIER_CD	HANDSET_RETN_CONTR_IND	HANDSET_CONTR_EXP_MONTH_CNT	HIST_HANDSET_CONTR_CNT	HIST_HANDSET_PURCHASE_CNT	AVG_HANDSET_PURCHASE_AMT	LAST_HANDSET_PURCHASE_AMT	OFFER_2GTO3G_IND	OFFER_3GTO2G_IND	OFFER_2GTO4G_IND	OFFER_3GTO4G_IND	OFFER_4GTO2G_IND	OFFER_4GTO3G_IND	VB1_TOT_PTYCNT	VB1_TOT_CNT	VB1_TOT_DUR	VB1_TWM_PTYCNT	VB1_TWM_CNT	VB1_TWM_DUR	VB1_FET_PTYCNT	VB1_FET_CNT	VB1_FET_DUR	VB1_VBT_PTYCNT	VB1_VBTCNT	VB1_VBTDUR	VB1_APW_PTYCNT	VB1_APW_CNT	VB1_APW_DUR	VB2_TOT_PTYCNT	VB2_TOT_CNT	VB2_TOT_DUR	VB2_TWM_PTYCNT	VB2_TWM_CNT	VB2_TWM_DUR	VB2_FET_PTYCNT	VB2_FET_CNT	VB2_FET_DUR	VB2_VBT_PTYCNT	VB2_VBTCNT	VB2_VBTDUR	VB2_APW_PTYCNT	VB2_APW_CNT	VB2_APW_DUR	VB3_TOT_PTYCNT	VB3_TOT_CNT	VB3_TOT_DUR	VB3_TWM_PTYCNT	VB3_TWM_CNT	VB3_TWM_DUR	VB3_FET_PTYCNT	VB3_FET_CNT	VB3_FET_DUR	VB3_VBT_PTYCNT	VB3_VBTCNT	VB3_VBTDUR	VB3_APW_PTYCNT	VB3_APW_CNT	VB3_APW_DUR
201603	3973503	2001/6/18	台哥大	179	8365.37	256897.000000	138411.242188	168.00	18473.25	1104041.070313	267216.921875	210.00	11218.47	784738.828125	192528.492188	148.00	2.50	31.00	3	2.48	0.01	?	29.00	1.00	?	4	1	?	4.17	50.00	6	4.02	?	?	46.00	?	?	5	?	?	1.93	30.00	5	1.93	?	?	30.00	?	?	5	?	?	1.00	?	?	179	N	1	56	D	5	5	22	2939	?	N	N	?	Y	TW4	Y	1	5	4	2877.50	5990.00	Y	N	N	N	N	N	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	1	1.00	0.20	0	?	?	0	?	?	1	1.00	0.20	0	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?
201603	205590708	2008/10/13	遠傳	90	?	?	?	?	?	?	?	?	?	?	?	?	0.10	14.00	6	?	0.01	0.08	?	1.00	11.00	?	1	5	0.13	10.00	3	?	0.02	0.10	?	1.00	8.00	?	1	2	0.21	21.00	5	?	0.00	0.17	?	1.00	16.00	?	1	4	3.00	?	?	90	N	2	71	5	5	5	41	4227	?	N	N	?	Y	YZT	N	-1	2	2	1990.00	1990.00	Y	N	N	N	N	N	8	18.00	12.21	2	2.00	0.05	6	16.00	12.16	0	?	?	0	?	?	9	28.00	21.43	1	1.00	1.25	6	26.00	20.11	2	1.00	0.07	0	?	?	11	42.00	21.71	2	2.00	1.31	5	38.00	19.72	2	?	0.00	2	2.00	0.68
201603	407286892	2014/1/15	亞太	25	4848.55	3473421.820313	0.000000	48.00	5070.63	2589846.429688	0.000000	55.00	3230.52	2272877.046875	0.000000	43.00	0.17	11.00	4	0.09	0.03	?	6.00	2.00	?	3	1	?	0.21	17.00	4	0.17	?	?	12.00	?	?	3	?	?	0.17	12.00	3	0.05	0.03	?	4.00	1.00	?	2	1	?	?	1.00	?	25	N	1	50	J	K	A005	71	77	SK	N	Y	TW3	Y	AP4	Y	3	1	1	0.00	0.00	N	N	N	Y	N	N	3	4.00	3.15	1	1.00	0.97	0	?	?	0	?	?	1	2.00	1.58	7	9.00	9.07	2	2.00	1.50	0	?	?	1	1.00	0.20	4	6.00	7.37	5	5.00	1.65	1	1.00	0.50	0	?	?	2	2.00	0.13	2	2.00	1.02
201603	205816787	2009/8/18	遠傳	80	24972.30	26143530.742188	2492818.218750	373.00	22544.38	34972052.570313	2366389.640625	329.00	22278.50	35288667.953125	2884193.570313	382.00	1.43	106.00	32	0.45	0.33	0.56	32.00	12.00	55.00	12	7	13	0.86	89.00	25	0.21	0.07	0.54	27.00	9.00	47.00	8	7	13	1.19	101.00	25	0.43	0.06	0.65	30.00	7.00	57.00	5	3	12	?	?	?	80	N	2	36	D	5	5	41	45	?	N	N	?	Y	FE4	N	-1	3	4	4215.00	5990.00	Y	N	N	N	N	N	21	50.00	33.31	7	12.00	8.93	11	34.00	20.92	3	4.00	3.46	0	?	?	15	56.00	28.87	2	8.00	5.03	12	43.00	21.01	1	5.00	2.83	0	?	?	12	32.00	21.23	4	7.00	4.60	7	24.00	15.93	1	1.00	0.70	0	?	?
201603	14870063	2014/2/18	遠傳	25	21598.87	37351793.593750	309579.273438	207.00	25689.22	44386787.296875	91254.445313	237.00	24078.00	23402436.859375	258287.898438	197.00	0.49	36.00	11	0.11	0.00	0.09	5.00	1.00	5.00	3	1	3	0.42	32.00	11	0.03	0.05	0.02	3.00	5.00	5.00	2	1	2	0.41	28.00	11	0.05	0.02	0.05	4.00	3.00	5.00	3	1	3	?	?	?	25	N	2	33	J	K	A004	3	?	SA	N	Y	TW3	Y	FE4	Y	8	1	1	11900.00	11900.00	N	N	N	Y	N	N	7	12.00	19.66	1	1.00	0.17	4	9.00	17.77	0	?	?	2	2.00	1.72	5	11.00	4.73	1	5.00	1.90	2	4.00	1.93	0	?	?	2	2.00	0.90	9	12.00	14.57	2	4.00	3.09	5	6.00	11.10	1	1.00	0.35	1	1.00	0.03
201603	17728210	2016/2/27	遠傳	0	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	0	N	1	26	J	K	A001	22	25a	?	N	N	?	Y	FE4	N	-1	0	0	0.00	0.00	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?
201603	205198054	2007/7/5	台哥大	106	?	?	?	?	?	?	?	?	?	?	?	?	1.98	46.00	9	1.90	?	?	40.00	?	?	6	?	?	3.79	100.00	12	3.71	0.01	?	92.00	1.00	?	7	1	?	2.18	49.00	10	2.12	0.02	?	42.00	2.00	?	5	2	?	5.00	15.00	7.00	106	N	2	35	5	5	5	41	43	SA	N	Y	TWM	Y	TW4	N	-1	1	1	2290.00	2290.00	?	?	?	?	?	?	7	7.00	5.85	3	2.00	0.93	2	2.00	1.60	1	2.00	2.17	1	1.00	1.15	5	7.00	7.69	3	4.00	2.57	1	1.00	0.55	1	2.00	4.57	0	?	?	5	4.00	3.69	2	2.00	2.09	2	1.00	0.73	0	?	?	0	?	?
201603	407087833	2013/7/22	遠傳	31	13282.90	71534000.562500	3272555.695313	288.00	7159.80	48527843.414063	2214186.882813	192.00	17239.08	64031912.156250	3689647.335938	286.00	0.38	19.00	13	0.02	0.06	0.08	1.00	3.00	2.00	1	3	1	0.52	12.00	3	0.20	0.15	0.03	3.00	5.00	2.00	2	2	1	0.16	23.00	13	0.01	0.09	0.00	4.00	3.00	2.00	4	2	1	?	?	?	31	N	1	22	D	5	S	71	7310	?	N	Y	YZT	Y	FE4	N	-1	1	1	17500.00	17500.00	?	?	?	?	?	?	6	10.00	12.13	2	1.00	7.15	2	7.00	4.80	2	2.00	0.18	0	?	?	6	14.00	24.23	2	5.00	8.06	3	8.00	15.97	1	1.00	0.20	0	?	?	3	8.00	16.34	2	4.00	14.22	1	4.00	2.12	0	?	?	0	?	?
201603	405301495	2008/1/29	遠傳	99	8011.72	8578324.523438	2238760.523438	240.00	5669.35	8817120.906250	1788518.992188	267.00	9156.45	13705975.500000	3040439.062500	215.00	0.42	30.00	8	0.00	?	0.40	1.00	?	26.00	1	?	5	0.21	25.00	10	0.01	0.01	0.12	3.00	1.00	12.00	3	1	2	0.43	21.00	7	0.06	0.02	0.34	3.00	1.00	15.00	2	1	4	5.00	18.00	2.00	99	N	2	25	D	5	S	71	7701	?	N	N	?	Y	FE4	N	-1	2	2	10195.00	14400.00	Y	N	N	N	N	N	9	104.00	69.68	2	2.00	0.77	4	92.00	65.49	1	6.00	2.17	2	4.00	1.25	11	71.00	55.05	1	2.00	2.50	6	64.00	43.39	1	?	0.00	3	5.00	9.16	11	40.00	41.40	2	2.00	0.27	7	38.00	41.13	0	?	?	2	?	0.00
201603	8420863	2006/7/20	亞太	117	41309.75	213684681.500000	7803842.382813	193.00	42772.65	264160019.812500	8679355.375000	211.00	31419.88	105707858.992188	4737557.835938	156.00	0.12	21.00	9	0.06	0.01	0.05	11.00	2.00	8.00	4	2	3	0.15	20.00	6	0.09	0.00	0.06	14.00	1.00	4.00	2	1	3	0.16	21.00	8	0.09	0.01	0.06	14.00	2.00	4.00	5	2	2	?	?	1.00	117	N	2	42	J	K	A005	3	?	?	N	N	?	Y	AP4	N	-1	3	3	7256.67	13990.00	Y	N	N	Y	N	N	6	12.00	15.30	1	2.00	0.77	5	10.00	14.53	0	?	?	0	?	?	3	3.00	1.22	0	?	?	3	3.00	1.22	0	?	?	0	?	?	5	12.00	10.75	1	2.00	0.50	4	10.00	10.25	0	?	?	0	?	?
201603	405358396	2008/4/2	亞太	97	23986.72	32112583.882813	0.000000	183.00	20458.18	30349332.718750	0.000000	157.00	25975.48	42000535.796875	0.000000	211.00	0.54	27.00	3	0.48	?	0.04	22.00	?	4.00	1	?	2	0.47	26.00	6	0.30	0.02	0.12	16.00	3.00	3.00	2	3	2	0.47	26.00	3	0.31	0.04	0.09	15.00	3.00	6.00	1	2	2	?	?	?	97	N	1	46	J	K	A003	71	7301	?	N	N	?	Y	AP4	N	-1	3	3	12126.67	18900.00	N	N	N	Y	N	N	10	25.00	26.49	4	8.00	10.64	5	16.00	15.53	1	1.00	0.32	0	?	?	8	27.00	70.96	1	2.00	8.37	7	25.00	62.59	0	?	?	0	?	?	8	33.00	41.25	2	2.00	0.62	4	23.00	29.20	1	7.00	9.98	1	1.00	1.45
201603	407287145	2014/1/15	遠傳	25	35704.85	19966307.039063	0.000000	207.00	44598.93	100281834.585938	2391677.070313	227.00	44597.32	85075509.250000	4188980.757813	197.00	0.69	58.00	11	0.05	0.17	0.31	6.00	11.00	29.00	4	4	6	1.00	82.00	16	0.24	0.16	0.36	27.00	11.00	29.00	8	4	3	1.03	69.00	22	0.39	0.05	0.45	27.00	6.00	29.00	9	3	4	?	?	?	25	N	2	31	J	K	A004	6	6b	?	N	Y	TW3	Y	FE4	Y	15	1	1	3990.00	3990.00	N	N	N	Y	N	N	10	52.00	34.52	3	7.00	4.96	6	44.00	27.91	0	?	?	0	?	?	5	36.00	26.14	3	5.00	2.94	2	31.00	23.20	0	?	?	0	?	?	7	27.00	23.18	2	3.00	1.92	5	24.00	21.26	0	?	?	0	?	?
201603	406911530	2013/2/5	台哥大	37	2728.00	1305796.984375	176940.328125	70.00	4316.45	10715201.835938	429711.843750	118.00	1402.08	1560009.625000	129253.140625	114.00	0.74	28.00	7	0.45	0.13	?	4.00	15.00	?	2	1	?	0.65	45.00	3	0.02	0.38	?	1.00	27.00	?	1	2	?	0.52	31.00	10	?	0.39	0.07	?	22.00	2.00	?	4	2	?	?	2.00	37	N	2	40	D	5	W	71	7302	?	N	N	?	Y	TW4	N	-1	1	1	800.00	800.00	?	?	?	?	?	?	6	41.00	22.41	3	27.00	16.83	2	3.00	1.75	1	11.00	3.83	0	?	?	5	28.00	17.20	2	12.00	9.05	1	1.00	3.00	2	15.00	5.15	0	?	?	7	31.00	93.63	4	20.00	13.77	2	6.00	78.54	1	5.00	1.32	0	?	?
201603	4850705	2002/3/16	遠傳	170	39768.65	40875765.335938	8163864.687500	184.00	43049.78	36353965.335938	29982530.164063	206.00	43524.80	104209889.132813	8958118.281250	200.00	2.68	88.00	29	1.10	0.70	0.50	38.00	13.00	22.00	11	7	10	2.72	81.00	25	1.34	0.51	0.57	30.00	18.00	15.00	13	5	7	1.32	65.00	28	0.47	0.52	0.28	24.00	24.00	12.00	15	8	8	1.00	?	1.00	170	N	1	39	J	K	A005	2422	?	?	N	N	?	Y	FE4	N	-1	5	4	2617.50	6990.00	N	N	N	Y	N	N	14	21.00	40.42	7	9.00	26.44	6	11.00	13.46	0	?	?	1	1.00	0.52	7	22.00	35.09	2	11.00	12.61	4	9.00	18.00	0	?	?	0	?	?	6	15.00	23.48	3	8.00	4.78	3	7.00	18.70	0	?	?	0	?	?
201603	401816033	2000/10/27	台哥大	187	15678.55	8299196.585938	1353588.257813	561.00	18021.68	10925243.664063	1375147.867188	526.00	14230.63	9726146.078125	1442104.007813	738.00	1.99	40.00	7	1.90	0.04	?	27.00	7.00	?	5	2	?	3.71	52.00	8	3.57	0.10	0.02	39.00	9.00	2.00	5	3	1	4.08	49.00	4	3.94	0.13	0.01	36.00	11.00	1.00	4	3	1	?	?	?	187	N	2	45	D	5	5	6	6572	?	N	N	?	Y	TW4	N	-1	3	2	1395.00	2790.00	Y	N	N	N	N	N	6	7.00	8.31	4	5.00	7.37	1	1.00	0.67	1	1.00	0.27	0	?	?	3	4.00	1.60	1	2.00	0.92	1	1.00	0.48	1	1.00	0.20	0	?	?	5	8.00	15.28	4	7.00	12.45	1	1.00	2.83	0	?	?	0	?	?
201603	204955503	2006/9/2	台哥大	115	?	?	?	?	?	?	?	?	?	?	?	?	0.31	19.00	3	0.06	?	0.23	5.00	?	13.00	2	?	1	0.15	8.00	1	0.01	?	0.14	1.00	?	7.00	1	?	1	0.08	9.00	3	0.02	?	0.05	3.00	?	5.00	2	?	1	2.00	?	2.00	115	N	2	58	1	1	B	47	?	?	N	N	?	Y	TW4	N	-1	2	2	495.00	0.00	?	?	?	?	?	?	1	12.00	10.17	0	?	?	1	12.00	10.17	0	?	?	0	?	?	3	16.00	20.95	1	?	0.00	2	16.00	20.95	0	?	?	0	?	?	1	13.00	14.53	0	?	?	1	13.00	14.53	0	?	?	0	?	?
201603	500654	1998/1/26	台哥大	221	?	?	?	?	?	?	?	?	?	?	?	?	0.10	11.00	5	0.06	?	0.04	9.00	?	2.00	3	?	2	0.04	4.00	3	0.03	?	0.02	2.00	?	2.00	2	?	1	0.13	12.00	3	0.13	?	0.00	10.00	?	1.00	2	?	1	?	?	?	221	N	1	58	5	5	5	3	34	?	N	N	?	Y	TW4	N	-1	3	3	1326.33	1999.00	Y	N	N	N	N	N	1	2.00	1.03	0	?	?	1	2.00	1.03	0	?	?	0	?	?	4	5.00	2.74	0	?	?	3	4.00	2.46	0	?	?	1	1.00	0.28	2	2.00	1.34	1	1.00	0.67	1	1.00	0.67	0	?	?	0	?	?
201603	407294577	2014/1/22	遠傳	25	21507.02	75798361.171875	4949865.445313	341.00	20684.47	205535573.960938	6695932.789063	498.00	20301.68	154319724.257813	4664090.507813	381.00	6.94	210.00	41	6.32	0.07	0.35	166.00	5.00	27.00	23	2	8	5.51	158.00	34	5.29	0.10	0.12	140.00	6.00	11.00	23	6	4	7.66	190.00	30	7.28	?	0.22	167.00	?	12.00	25	?	4	?	?	1.00	25	N	2	67	J	K	A007	5	?	SC	N	Y	APW	Y	FE4	Y	3	1	1	0.00	0.00	N	N	N	Y	N	N	12	40.00	61.40	6	14.00	31.05	4	22.00	18.76	0	?	?	2	4.00	11.59	17	45.00	92.85	7	23.00	82.97	6	14.00	5.60	3	4.00	1.75	1	4.00	2.53	7	25.00	55.88	2	7.00	11.94	3	12.00	29.90	0	?	?	2	6.00	14.04
201603	205431028	2008/3/27	台哥大	97	40114.17	17398538.718750	3639842.531250	1044.00	40344.92	6595064.015625	427092.484375	1243.00	42882.68	50850856.929688	1255850.773438	1363.00	18.36	240.00	30	1.87	14.74	0.75	55.00	140.00	15.00	11	9	7	19.63	326.00	34	5.92	10.13	1.88	57.00	169.00	22.00	13	13	9	15.62	310.00	53	3.87	10.14	0.92	70.00	163.00	26.00	13	19	11	1.00	3.00	48.00	97	N	2	49	D	5	A	41	42	SA	N	N	?	Y	TW4	N	-1	4	5	299.80	0.00	Y	N	N	N	N	N	26	73.00	165.35	10	47.00	86.21	11	22.00	72.89	4	2.00	5.82	1	2.00	0.43	42	43.00	112.14	22	27.00	49.37	15	14.00	27.97	4	2.00	34.80	0	?	?	34	118.00	205.27	21	81.00	123.77	12	35.00	81.12	0	?	?	0	?	?
201603	10690475	2009/10/9	台哥大	78	38192.27	12253873.500000	0.000000	225.00	38064.83	19357822.523438	0.000000	261.00	35914.82	17892683.812500	0.000000	261.00	0.19	16.00	3	0.07	?	0.03	6.00	?	2.00	2	?	2	0.56	23.00	10	0.34	0.01	?	13.00	1.00	?	7	1	?	0.28	6.00	1	0.02	0.21	?	1.00	1.00	?	1	1	?	?	?	?	78	N	2	42	J	K	A003	22	227	?	N	Y	FET	Y	TW4	N	-1	1	1	2900.00	2900.00	N	N	N	Y	N	N	2	5.00	18.34	1	1.00	1.97	0	?	?	1	4.00	16.37	0	?	?	6	6.00	4.99	2	2.00	3.66	1	1.00	0.18	3	3.00	1.15	0	?	?	4	6.00	2.05	0	?	?	2	2.00	0.73	2	4.00	1.32	0	?	?
201603	9066693	2007/8/1	遠傳	104	33637.50	5587054.546875	2013466.296875	652.00	16935.22	11153007.000000	1480275.531250	671.00	23518.00	16011586.046875	2086477.593750	475.00	2.30	87.00	22	1.08	0.67	0.10	50.00	15.00	7.00	10	6	1	1.97	77.00	21	0.47	0.90	0.02	32.00	19.00	1.00	8	8	1	1.79	35.00	14	0.40	1.14	0.01	14.00	10.00	2.00	5	6	2	7.00	1.00	1.00	104	N	1	49	D	5	5	22	2235	?	N	Y	FET	Y	FE4	N	-1	3	2	10795.00	15800.00	?	?	?	?	?	?	8	14.00	8.47	3	9.00	6.61	3	3.00	0.90	0	?	?	1	1.00	0.28	7	13.00	21.08	3	7.00	5.91	2	2.00	2.98	1	1.00	0.12	0	?	?	3	4.00	22.41	1	1.00	5.95	1	1.00	1.43	0	?	?	0	?	?
201603	10111105	2009/1/9	遠傳	87	24170.97	63024878.156250	3636355.054688	339.00	22989.42	57075664.000000	5077070.718750	342.00	18421.58	67730754.359375	4858457.773438	455.00	3.77	123.00	27	1.91	0.70	0.59	31.00	27.00	37.00	10	5	5	2.29	81.00	27	0.69	0.51	0.49	25.00	20.00	16.00	9	4	5	3.25	75.00	28	0.42	0.20	1.21	20.00	13.00	24.00	8	6	6	?	?	1.00	87	N	1	23	D	5	S	29	295	SA	N	N	?	Y	FE4	N	-1	2	2	5165.00	3840.00	?	?	?	?	?	?	18	42.00	30.02	4	11.00	6.64	4	12.00	7.39	1	1.00	0.53	9	18.00	15.46	11	26.00	15.78	3	8.00	6.45	2	10.00	5.05	0	?	?	5	7.00	3.45	10	20.00	12.36	4	8.00	5.95	5	9.00	5.51	0	?	?	1	3.00	0.90
201603	6982858	2004/4/6	台哥大	145	?	?	?	?	?	?	?	?	?	?	?	?	0.10	6.00	5	0.06	?	0.05	3.00	?	3.00	2	?	3	0.75	38.00	13	0.28	0.08	0.07	19.00	6.00	3.00	8	1	2	0.27	24.00	7	0.12	0.12	0.01	11.00	10.00	1.00	4	1	1	?	?	?	145	N	2	23	5	5	5	22	2272	?	N	N	?	Y	TW3	N	-1	5	5	2071.80	0.00	Y	N	N	N	N	N	7	14.00	13.90	2	3.00	7.43	3	8.00	5.11	2	3.00	1.36	0	?	?	11	24.00	27.11	3	8.00	11.85	2	8.00	8.37	5	7.00	6.84	1	1.00	0.05	10	20.00	35.56	6	13.00	20.94	1	5.00	10.65	3	2.00	3.97	0	?	?
201603	10417425	2009/6/10	遠傳	81	34022.27	100276858.601563	3325962.625000	171.00	27986.67	17198153.296875	3610899.343750	131.00	25820.17	14900173.406250	2262126.601563	120.00	1.24	47.00	26	0.88	0.01	0.08	20.00	2.00	10.00	11	2	8	0.19	17.00	12	0.09	0.02	0.02	7.00	2.00	3.00	6	2	2	0.14	8.00	6	0.12	?	?	6.00	?	?	4	?	?	?	1.00	?	81	N	1	45	J	K	A004	29	295	SC	N	Y	FET	Y	YZT	Y	4	3	3	4030.00	6690.00	N	N	N	Y	N	N	14	20.00	17.76	4	5.00	5.48	6	8.00	6.39	2	5.00	5.22	1	1.00	0.40	9	10.00	5.80	1	1.00	0.72	5	6.00	4.60	1	1.00	0.08	2	2.00	0.40	7	7.00	2.66	1	1.00	0.08	3	3.00	2.30	1	1.00	0.03	1	1.00	0.22
201603	207097146	2013/8/29	台哥大	30	16828.13	80163011.984375	4147950.289063	421.00	14857.28	26603784.320313	1757596.250000	530.00	16695.60	31648609.476563	2917612.937500	519.00	1.06	33.00	9	?	0.22	0.53	?	13.00	7.00	?	4	4	0.81	39.00	12	0.03	0.09	0.15	1.00	8.00	9.00	1	1	2	1.17	38.00	15	0.13	0.06	0.88	7.00	5.00	18.00	5	2	3	17.00	?	10.00	30	N	2	44	D	5	S	41	43	SK	N	Y	TWM	Y	TW4	N	-1	1	1	0.00	0.00	?	?	?	?	?	?	13	20.00	20.66	6	11.00	11.61	5	7.00	8.47	2	2.00	0.58	0	?	?	6	12.00	11.46	2	5.00	1.30	2	2.00	6.89	2	5.00	3.27	0	?	?	8	23.00	27.28	3	10.00	13.94	2	8.00	10.23	2	4.00	3.09	1	1.00	0.02
201603	17110431	2015/10/3	遠傳	5	?	?	?	?	?	?	?	?	?	?	?	?	0.18	3.00	3	?	?	?	?	?	?	?	?	?	0.08	7.00	4	?	?	?	?	?	?	?	?	?	0.01	1.00	1	?	?	?	?	?	?	?	?	?	?	?	?	5	N	1	34	1	1	G	29	29l	?	N	N	?	Y	FE4	N	-1	0	0	0.00	0.00	N	N	N	N	Y	N	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?
201603	201922261	2001/2/13	遠傳	183	17496.23	18415126.195313	0.000000	190.00	15595.22	8096841.054688	0.000000	185.00	17721.38	10061162.812500	0.000000	187.00	0.13	11.00	4	0.06	0.01	?	5.00	1.00	?	3	1	?	0.31	10.00	6	0.09	0.04	?	5.00	1.00	?	3	1	?	0.39	21.00	8	0.16	0.09	?	7.00	3.00	?	5	2	?	1.00	?	2.00	183	N	1	42	J	K	A001	47	4755	?	N	N	?	Y	YZT	N	-1	6	6	3756.33	11490.00	Y	N	N	Y	N	N	6	9.00	3.41	3	3.00	0.75	0	?	?	0	?	?	3	6.00	2.66	5	10.00	5.68	3	6.00	2.04	0	?	?	0	?	?	1	3.00	3.02	6	9.00	7.16	2	2.00	2.17	2	4.00	2.23	0	?	?	2	3.00	2.76
201603	10652664	2009/9/22	台哥大	78	33040.25	30876249.234375	953457.804688	331.00	32305.62	27164687.203125	1607631.734375	332.00	36229.38	32330368.375000	35168.117188	285.00	0.76	19.00	4	0.67	0.03	?	10.00	1.00	?	3	1	?	1.56	33.00	7	1.48	0.03	0.00	24.00	2.00	1.00	4	2	1	0.96	17.00	5	0.95	0.01	?	15.00	2.00	?	3	2	?	?	?	1.00	78	N	1	27	J	K	A003	29	297	SA	N	Y	YZT	Y	TW3	N	-1	2	2	5195.00	10390.00	N	N	N	Y	N	N	1	1.00	1.00	0	?	?	0	?	?	0	?	?	1	1.00	1.00	1	2.00	1.28	1	2.00	1.28	0	?	?	0	?	?	0	?	?	3	3.00	1.03	2	2.00	0.61	1	1.00	0.42	0	?	?	0	?	?
201603	407008930	2013/5/8	遠傳	35	12537.20	52229536.734375	3022423.085938	371.00	15988.05	143210355.609375	5421120.343750	575.00	15920.40	99321147.359375	5048857.953125	262.00	1.37	98.00	26	1.10	0.09	0.11	78.00	4.00	13.00	16	3	5	1.53	88.00	35	1.08	0.07	0.15	62.00	4.00	11.00	17	3	7	2.02	94.00	26	1.11	0.03	0.37	50.00	3.00	31.00	14	2	4	?	?	?	35	N	1	22	D	5	S	89	?	?	N	N	?	Y	FE4	N	-1	1	1	21000.00	21000.00	?	?	?	?	?	?	7	20.00	13.25	2	3.00	2.44	5	17.00	10.81	0	?	?	0	?	?	16	41.00	32.83	8	13.00	13.10	7	27.00	19.23	0	?	?	1	1.00	0.50	7	26.00	8.85	2	2.00	1.08	5	24.00	7.77	0	?	?	0	?	?
201603	9389641	2008/1/16	遠傳	98	30759.08	74590128.195313	0.000000	260.00	42531.28	167083097.937500	6680863.257813	235.00	25472.32	98451961.398438	8799486.492188	141.00	0.23	22.00	13	0.02	0.02	0.01	1.00	6.00	1.00	1	6	1	0.39	27.00	15	0.01	0.11	0.05	1.00	9.00	1.00	1	5	1	0.26	25.00	12	0.07	0.08	0.09	7.00	11.00	4.00	2	5	4	8.00	9.00	25.00	98	N	1	23	J	K	A005	29	2679	?	N	N	?	Y	FE4	Y	31	4	4	4115.00	3490.00	N	N	N	Y	N	N	8	12.00	8.15	4	6.00	4.65	3	4.00	2.33	1	2.00	1.17	0	?	?	11	23.00	18.47	7	12.00	9.81	1	3.00	2.32	0	?	?	3	8.00	6.34	14	31.00	35.47	10	26.00	31.59	3	4.00	3.01	0	?	?	1	1.00	0.87
201603	14353666	2013/9/17	台灣之星	30	1099.73	10247541.132813	726521.765625	325.00	1173.53	8810288.257813	752677.664063	298.00	1637.65	20904806.968750	1233537.859375	380.00	0.12	8.00	3	0.04	0.08	?	1.00	7.00	?	1	2	?	0.44	26.00	4	0.10	0.25	?	7.00	12.00	?	3	3	?	0.04	6.00	3	0.02	0.02	?	2.00	3.00	?	2	2	?	?	?	?	30	N	2	26	D	5	5	29	292	SA	N	Y	TW3	Y	VBT	N	-1	1	1	7990.00	7990.00	?	?	?	?	?	?	1	5.00	4.25	1	5.00	4.25	0	?	?	0	?	?	0	?	?	5	8.00	20.30	2	4.00	5.79	0	?	?	2	3.00	13.69	1	1.00	0.82	3	6.00	10.86	3	6.00	10.86	0	?	?	0	?	?	0	?	?
