YM	SUBSCTN_ID	SUBSCTN_START_DT	NP_IN	TENURE	DT1_DATA_RTD_DUR	DT1_DATA_RTD_DWN_PACK	DT1_DATA_RTD_UP_PACK	DT1_DATA_RTD_CNT	DT2_DATA_RTD_DUR	DT2_DATA_RTD_DWN_PACK	DT2_DATA_RTD_UP_PACK	DT2_DATA_RTD_CNT	DT3_DATA_RTD_DUR	DT3_DATA_RTD_DWN_PACK	DT3_DATA_RTD_UP_PACK	DT3_DATA_RTD_CNT	VO1_MIN	VO1_CNT	VO1_PTYCNT	VO1_CHTMIN	VO1_TWMMIN	VO1_FETMIN	VO1_CHTCNT	VO1_TWMCNT	VO1_FETCNT	VO1_CHTPTYCNT	VO1_TWMPTYCNT	VO1_FETPTYCNT	VO2_MIN	VO2_CNT	VO2_PTYCNT	VO2_CHTMIN	VO2_TWMMIN	VO2_FETMIN	VO2_CHTCNT	VO2_TWMCNT	VO2_FETCNT	VO2_CHTPTYCNT	VO2_TWMPTYCNT	VO2_FETPTYCNT	VO3_MIN	VO3_CNT	VO3_PTYCNT	VO3_CHTMIN	VO3_TWMMIN	VO3_FETMIN	VO3_CHTCNT	VO3_TWMCNT	VO3_FETCNT	VO3_CHTPTYCNT	VO3_TWMPTYCNT	VO3_FETPTYCNT	SMS1_CNT	SMS2_CNT	SMS3_CNT	TENURE_MONTH_CNT	PREPAID_IND	GENDER_TYPE_CD	SUBSCTN_AGE	NTW_SERVICE_TYPE_CD	OFFER_SERVICE_TYPE_CD	OFFER_ID	BRANCH_CHANNEL_ID	SC_CHANNEL_ID	AGENT_CHANNEL_ID	MPRO_MEMBER_IND	NP_IN_IND	NP_FROM_CARRIER_CD	NP_OUT_IND	NP_TO_CARRIER_CD	HANDSET_RETN_CONTR_IND	HANDSET_CONTR_EXP_MONTH_CNT	HIST_HANDSET_CONTR_CNT	HIST_HANDSET_PURCHASE_CNT	AVG_HANDSET_PURCHASE_AMT	LAST_HANDSET_PURCHASE_AMT	OFFER_2GTO3G_IND	OFFER_3GTO2G_IND	OFFER_2GTO4G_IND	OFFER_3GTO4G_IND	OFFER_4GTO2G_IND	OFFER_4GTO3G_IND	VB1_TOT_PTYCNT	VB1_TOT_CNT	VB1_TOT_DUR	VB1_TWM_PTYCNT	VB1_TWM_CNT	VB1_TWM_DUR	VB1_FET_PTYCNT	VB1_FET_CNT	VB1_FET_DUR	VB1_VBT_PTYCNT	VB1_VBTCNT	VB1_VBTDUR	VB1_APW_PTYCNT	VB1_APW_CNT	VB1_APW_DUR	VB2_TOT_PTYCNT	VB2_TOT_CNT	VB2_TOT_DUR	VB2_TWM_PTYCNT	VB2_TWM_CNT	VB2_TWM_DUR	VB2_FET_PTYCNT	VB2_FET_CNT	VB2_FET_DUR	VB2_VBT_PTYCNT	VB2_VBTCNT	VB2_VBTDUR	VB2_APW_PTYCNT	VB2_APW_CNT	VB2_APW_DUR	VB3_TOT_PTYCNT	VB3_TOT_CNT	VB3_TOT_DUR	VB3_TWM_PTYCNT	VB3_TWM_CNT	VB3_TWM_DUR	VB3_FET_PTYCNT	VB3_FET_CNT	VB3_FET_DUR	VB3_VBT_PTYCNT	VB3_VBTCNT	VB3_VBTDUR	VB3_APW_PTYCNT	VB3_APW_CNT	VB3_APW_DUR
201603	8617743	2006/11/1	台哥大	113	32473.60	123572834.726563	4825819.796875	185.00	16865.87	152785922.351563	5117284.015625	132.00	1633.37	21161760.820313	1068230.289063	160.00	2.79	101.00	12	0.47	2.13	?	24.00	67.00	?	4	5	?	0.33	17.00	5	0.22	0.11	?	9.00	7.00	?	4	1	?	1.63	56.00	5	0.45	1.05	0.01	12.00	35.00	1.00	4	1	1	36.00	?	6.00	113	N	1	21	J	K	A005	22	289	?	N	N	?	Y	TW4	N	-1	2	2	3439.50	4299.00	Y	N	N	Y	N	N	2	59.00	156.40	2	59.00	156.40	0	?	?	0	?	?	0	?	?	1	24.00	80.95	1	24.00	80.95	0	?	?	0	?	?	0	?	?	6	62.00	151.03	3	61.00	150.85	1	?	0.00	0	?	?	2	1.00	0.18
201603	202712856	2002/4/22	遠傳	169	5286.25	13710294.390625	3541772.648438	183.00	6396.55	8060269.140625	3952654.585938	331.00	12871.58	20264805.734375	2985333.367188	393.00	0.67	32.00	14	0.19	0.18	?	18.00	6.00	?	4	4	?	0.92	43.00	21	0.15	0.42	0.17	20.00	13.00	3.00	8	5	2	1.40	99.00	14	0.50	0.64	0.15	53.00	36.00	4.00	6	6	2	1.00	2.00	?	169	N	2	45	D	5	5	37	?	?	N	N	?	Y	FE4	N	-1	4	3	1660.00	3990.00	Y	N	N	N	N	N	3	4.00	3.85	1	2.00	1.00	2	2.00	2.85	0	?	?	0	?	?	9	13.00	21.61	4	8.00	13.24	4	4.00	7.50	0	?	?	0	?	?	10	39.00	64.53	7	36.00	52.35	2	2.00	10.68	0	?	?	0	?	?
201603	204925015	2006/8/9	遠傳	117	17243.53	41403787.507813	2477768.343750	217.00	23344.10	41558183.164063	2643011.085938	219.00	23854.75	34083998.429688	2349563.179688	248.00	0.03	2.00	1	0.02	0.01	?	1.00	1.00	?	1	1	?	0.01	1.00	1	?	?	0.01	?	?	1.00	?	?	1	0.17	5.00	3	?	?	?	?	?	?	?	?	?	?	?	?	117	N	2	27	D	5	5	41	4227	?	N	N	?	Y	FE4	N	-1	3	3	4926.67	0.00	Y	N	N	N	N	N	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	2	2.00	0.92	1	1.00	0.65	1	1.00	0.27	0	?	?	0	?	?	1	3.00	1.75	1	3.00	1.75	0	?	?	0	?	?	0	?	?
201603	14281758	2013/8/28	遠傳	31	13677.00	16499616.664063	1200918.742188	330.00	13889.77	30021087.734375	1461038.867188	450.00	15212.20	37008256.484375	1828422.851563	959.00	0.49	43.00	11	0.29	0.10	0.01	25.00	8.00	3.00	3	3	3	0.91	56.00	14	0.52	0.10	0.23	38.00	6.00	8.00	5	2	7	1.49	102.00	24	1.08	0.08	0.27	73.00	5.00	19.00	11	3	6	?	?	?	31	N	1	34	5	5	S	3	?	SC	N	Y	APW	Y	FE4	N	-1	1	1	0.00	0.00	?	?	?	?	?	?	6	10.00	12.71	0	?	?	6	10.00	12.71	0	?	?	0	?	?	5	11.00	8.99	1	2.00	1.35	4	9.00	7.64	0	?	?	0	?	?	11	27.00	26.00	3	3.00	2.66	7	23.00	23.24	0	?	?	1	1.00	0.10
201603	4282009	2001/10/2	遠傳	175	?	?	?	?	?	?	?	?	?	?	?	?	1.69	119.00	19	1.06	0.07	0.24	66.00	5.00	15.00	10	2	7	2.84	126.00	29	1.54	0.08	0.79	68.00	5.00	24.00	11	4	8	0.91	56.00	17	0.59	0.08	0.16	36.00	5.00	8.00	7	1	5	2.00	1.00	?	175	N	1	46	5	5	S	3	?	?	N	N	?	Y	FE4	N	-1	2	2	1240.00	1490.00	Y	N	N	N	N	N	5	16.00	21.62	0	?	?	4	15.00	16.15	0	?	?	1	1.00	5.47	8	17.00	26.28	2	2.00	0.65	5	14.00	24.80	0	?	?	1	1.00	0.83	4	3.00	1.80	1	1.00	0.53	2	2.00	1.27	1	?	0.00	0	?	?
201603	11486387	2010/10/10	台哥大	65	36734.82	4596516.765625	0.000000	210.00	41119.78	9775365.835938	0.000000	201.00	41875.33	17531462.554688	0.000000	217.00	1.16	97.00	33	0.35	0.18	0.25	16.00	31.00	16.00	10	5	7	1.22	103.00	21	0.30	0.35	0.23	16.00	37.00	13.00	6	6	4	1.07	79.00	29	0.18	0.26	0.33	7.00	31.00	15.00	6	7	4	?	?	?	65	N	1	56	J	K	A004	22	225	SC	N	N	?	Y	TW4	N	-1	1	1	0.00	0.00	N	N	N	Y	N	N	9	27.00	20.04	5	22.00	10.61	4	5.00	9.43	0	?	?	0	?	?	13	32.00	24.09	5	22.00	14.08	3	5.00	7.51	3	3.00	0.61	2	2.00	1.89	8	26.00	17.65	2	14.00	4.68	4	10.00	9.57	0	?	?	2	2.00	3.40
201603	14940644	2014/3/11	台哥大	24	4907.75	3208495.500000	567801.117188	302.00	8271.07	2656576.132813	887464.046875	452.00	4592.10	3521825.976563	525204.968750	292.00	0.15	10.00	3	0.02	0.07	?	1.00	5.00	?	1	2	?	0.24	16.00	11	0.08	0.04	?	4.00	3.00	?	2	3	?	0.20	14.00	8	0.09	0.02	?	2.00	2.00	?	2	1	?	1.00	5.00	2.00	24	N	?	?	D	5	T	22	27b	?	N	Y	TW3	Y	TW4	N	-1	1	1	8562.00	8562.00	?	?	?	?	?	?	6	8.00	9.20	2	4.00	6.23	2	2.00	1.43	0	?	?	2	2.00	1.54	5	5.00	3.05	2	3.00	1.20	3	2.00	1.85	0	?	?	0	?	?	2	2.00	9.07	1	1.00	8.72	0	?	?	0	?	?	1	1.00	0.35
201603	13345261	2012/10/24	台哥大	41	?	?	?	?	?	?	?	?	?	?	?	?	0.02	5.00	1	?	0.01	?	?	4.00	?	?	1	?	0.08	14.00	3	0.02	0.05	?	2.00	9.00	?	2	1	?	0.04	7.00	1	0.01	0.03	?	2.00	5.00	?	1	1	?	?	?	?	41	N	1	14	5	5	5	3	3212	?	N	N	?	Y	TW4	N	-1	0	0	0.00	0.00	Y	N	N	N	N	N	1	4.00	4.40	1	4.00	4.40	0	?	?	0	?	?	0	?	?	1	4.00	1.08	1	4.00	1.08	0	?	?	0	?	?	0	?	?	1	1.00	0.73	1	1.00	0.73	0	?	?	0	?	?	0	?	?
201603	17731353	2016/2/28	遠傳	0	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	0	N	1	26	M	M	5	3	34	?	N	N	?	Y	FE4	N	-1	0	0	0.00	0.00	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?
201603	13689908	2013/2/22	台灣之星	36	12279.88	4513708.460938	708553.882813	302.00	15678.10	12005595.796875	1129138.039063	437.00	15331.45	5653741.085938	1056229.460938	470.00	0.86	18.00	6	0.10	0.07	0.62	2.00	2.00	10.00	2	2	3	1.15	28.00	17	0.40	0.34	0.10	8.00	6.00	4.00	7	4	4	0.78	27.00	19	0.24	0.05	0.18	6.00	4.00	5.00	6	3	5	?	1.00	1.00	36	N	2	41	D	5	S	3	34	?	N	Y	APW	Y	VBT	Y	5	1	1	3190.00	3190.00	Y	N	N	N	N	N	3	4.00	7.78	1	1.00	1.63	2	3.00	6.15	0	?	?	0	?	?	13	15.00	17.50	5	6.00	9.10	4	4.00	4.42	0	?	?	3	4.00	2.08	1	1.00	2.30	0	?	?	1	1.00	2.30	0	?	?	0	?	?
201603	12684544	2012/2/6	台灣之星	50	11894.20	14059648.007813	2317013.890625	127.00	18375.18	19045944.171875	2820452.789063	186.00	21755.70	16323470.015625	323661.757813	205.00	0.54	21.00	3	0.19	0.31	0.03	14.00	6.00	1.00	2	1	1	0.94	61.00	10	0.66	0.09	0.05	42.00	4.00	3.00	3	1	1	1.26	56.00	14	0.45	0.16	0.45	22.00	5.00	15.00	6	2	5	?	?	?	50	N	2	39	J	K	A003	39	?	?	N	N	?	Y	TSC	N	-1	1	1	9900.00	9900.00	N	N	N	Y	N	N	4	6.00	19.75	1	2.00	3.17	3	4.00	16.58	0	?	?	0	?	?	5	8.00	10.68	0	?	?	3	4.00	7.33	0	?	?	2	4.00	3.35	9	11.00	8.96	1	1.00	1.15	6	8.00	5.67	0	?	?	2	2.00	2.14
201603	405929548	2010/1/30	亞太	74	28926.33	617137.679688	0.000000	144.00	13498.87	590847.414063	0.000000	91.00	23199.03	3088123.726563	0.000000	151.00	0.09	10.00	3	0.00	0.04	0.01	1.00	2.00	1.00	1	2	1	0.08	5.00	5	?	0.03	?	?	2.00	?	?	2	?	0.08	7.00	5	?	?	0.02	?	?	2.00	?	?	1	?	2.00	8.00	74	N	1	70	J	K	A002	6	?	?	N	N	?	Y	AP4	N	-1	0	0	0.00	0.00	Y	N	N	Y	N	N	2	2.00	0.77	1	1.00	0.52	1	1.00	0.25	0	?	?	0	?	?	1	1.00	0.57	1	1.00	0.57	0	?	?	0	?	?	0	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?
201603	207087044	2013/8/20	台哥大	31	11133.23	53674927.031250	2617838.773438	263.00	3501.30	14630809.085938	911533.234375	171.00	4084.30	20579225.164063	1269919.382813	207.00	0.47	30.00	15	0.20	0.21	0.04	13.00	12.00	3.00	8	4	2	0.12	15.00	3	0.05	0.04	0.03	10.00	3.00	2.00	1	1	2	0.73	29.00	6	0.28	0.45	?	17.00	11.00	?	3	3	?	2.00	4.00	?	31	N	1	20	D	5	S	41	43	SS	N	Y	APW	Y	TW4	N	-1	1	1	0.00	0.00	?	?	?	?	?	?	6	13.00	14.44	2	5.00	7.20	2	2.00	1.79	0	?	?	2	6.00	5.45	3	4.00	0.90	1	2.00	0.43	2	2.00	0.47	0	?	?	0	?	?	4	14.00	9.82	2	11.00	7.07	0	?	?	0	?	?	2	3.00	2.75
201603	402909438	2002/8/27	遠傳	165	?	?	?	?	?	?	?	?	?	?	?	?	0.48	19.00	6	0.22	?	?	15.00	?	?	3	?	?	0.53	13.00	3	0.31	?	?	4.00	?	?	3	?	?	0.04	1.00	1	?	?	?	?	?	?	?	?	?	?	?	?	165	N	2	9	5	5	5	5	5226	?	N	N	?	Y	FE4	N	-1	2	1	3990.00	3990.00	Y	N	N	N	N	N	2	1.00	2.10	0	?	?	2	1.00	2.10	0	?	?	0	?	?	1	1.00	0.78	0	?	?	0	?	?	0	?	?	1	1.00	0.78	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?
201603	1838794	1999/3/4	遠傳	207	?	?	?	?	?	?	?	?	?	?	?	?	3.20	36.00	1	3.13	0.06	?	32.00	3.00	?	2	1	?	3.22	41.00	3	3.19	0.03	?	38.00	3.00	?	3	1	?	3.59	53.00	3	3.54	0.02	?	47.00	4.00	?	1	1	?	?	?	?	207	N	1	72	5	5	S	29	292	?	N	N	?	Y	YZT	N	-1	5	4	5940.00	11990.00	Y	Y	N	N	N	N	3	4.00	2.53	1	2.00	0.87	1	1.00	1.13	0	?	?	1	1.00	0.53	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	1	2.00	1.35	1	2.00	1.35	0	?	?	0	?	?	0	?	?
201603	206543438	2012/1/3	台哥大	51	3216.97	5892515.281250	0.000000	111.00	1997.18	6270647.546875	0.000000	75.00	1707.00	9547410.351563	0.000000	100.00	0.34	24.00	6	0.13	0.18	?	14.00	8.00	?	5	5	?	0.28	29.00	7	0.20	0.06	?	23.00	4.00	?	6	1	?	0.56	40.00	10	0.16	?	0.22	22.00	?	8.00	4	?	3	?	2.00	?	51	N	1	55	J	K	A003	41	43	SA	N	Y	YZT	Y	TW4	Y	3	2	2	6390.00	4990.00	Y	N	N	Y	N	N	4	4.00	4.10	3	3.00	3.87	0	?	?	1	1.00	0.23	0	?	?	3	7.00	7.07	2	6.00	6.35	1	1.00	0.72	0	?	?	0	?	?	5	9.00	9.30	2	2.00	1.80	3	7.00	7.50	0	?	?	0	?	?
201603	202632048	2002/2/8	遠傳	171	7729.63	1301911.679688	0.000000	59.00	1450.50	128071.460938	0.000000	16.00	10311.32	807836.335938	0.000000	81.00	0.67	44.00	13	0.30	0.06	0.08	24.00	2.00	11.00	7	2	2	0.63	36.00	14	0.28	?	0.24	17.00	?	14.00	7	?	2	0.46	35.00	10	0.10	?	0.14	10.00	?	17.00	3	?	1	?	3.00	?	171	N	2	37	J	K	A001	41	4635	?	N	N	?	Y	FE4	N	-1	4	3	2020.00	3390.00	Y	N	N	Y	N	N	2	9.00	11.05	0	?	?	1	7.00	10.40	1	2.00	0.65	0	?	?	2	7.00	7.16	0	?	?	1	6.00	6.98	1	1.00	0.18	0	?	?	7	17.00	17.94	1	1.00	0.48	2	12.00	16.89	4	4.00	0.57	0	?	?
201603	202849211	2002/7/1	遠傳	166	35618.38	20622483.359375	0.000000	1561.00	31018.15	29454774.921875	730931.351563	1201.00	32659.30	15400438.398438	3257486.242188	2045.00	0.98	34.00	15	0.34	?	?	15.00	?	?	5	?	?	1.19	44.00	18	0.13	?	0.02	14.00	?	2.00	5	?	2	4.02	35.00	11	2.46	?	?	17.00	?	?	2	?	?	?	2.00	?	166	N	2	27	J	K	A006	41	46	?	N	N	?	Y	FE4	N	-1	6	5	7194.00	10900.00	Y	N	N	Y	N	N	1	1.00	0.62	1	1.00	0.62	0	?	?	0	?	?	0	?	?	4	4.00	3.77	1	1.00	0.85	2	2.00	2.42	1	1.00	0.50	0	?	?	3	6.00	10.89	0	?	?	1	1.00	3.02	0	?	?	1	1.00	0.25
201603	400714030	1992/11/17	台哥大	283	?	?	?	?	?	?	?	?	?	?	?	?	2.88	107.00	36	2.18	0.44	0.19	70.00	13.00	9.00	21	7	5	2.01	86.00	29	1.41	0.10	0.12	57.00	4.00	3.00	18	2	3	2.08	93.00	30	1.52	0.15	0.04	65.00	5.00	3.00	15	4	2	?	1.00	17.00	283	N	1	64	5	5	S	6	?	?	N	N	?	Y	TW3	N	-1	2	1	5790.00	5790.00	Y	N	N	N	N	N	14	19.00	31.56	7	10.00	18.47	6	8.00	12.76	1	1.00	0.33	0	?	?	15	13.00	28.74	6	7.00	21.05	7	4.00	6.59	1	1.00	0.97	1	1.00	0.13	11	19.00	15.89	3	3.00	1.43	4	9.00	7.22	1	3.00	5.18	3	4.00	2.06
201603	405062963	2007/5/8	遠傳	107	40864.27	292972736.742188	15068746.437500	538.00	44665.73	209258093.015625	10477641.531250	402.00	44629.87	367672055.257813	14022982.265625	594.00	0.45	20.00	6	0.08	0.04	0.12	7.00	3.00	4.00	3	2	3	0.19	9.00	6	?	0.10	?	?	4.00	?	?	2	?	0.55	19.00	6	0.12	0.14	0.12	6.00	4.00	3.00	3	2	3	5.00	2.00	?	107	N	2	43	D	5	5	6	6231	?	N	Y	TWM	Y	YZT	N	-1	2	2	3245.00	0.00	Y	N	N	N	N	N	3	5.00	15.06	0	?	?	2	4.00	12.91	1	1.00	2.15	0	?	?	6	8.00	18.00	2	3.00	2.70	3	4.00	14.83	0	?	?	1	1.00	0.47	3	3.00	1.64	2	2.00	1.27	0	?	?	0	?	?	1	1.00	0.37
201603	205541272	2008/8/15	台哥大	92	?	?	?	?	?	?	?	?	?	?	?	?	0.19	9.00	3	0.10	0.08	?	4.00	4.00	?	2	2	?	0.65	20.00	8	0.33	0.32	?	8.00	12.00	?	5	3	?	0.23	12.00	2	0.11	0.12	?	4.00	8.00	?	2	2	?	1.00	?	?	92	N	2	47	5	5	5	47	?	?	N	Y	MBT	Y	TW4	N	-1	1	1	3790.00	3790.00	?	?	?	?	?	?	2	3.00	2.25	2	3.00	2.25	0	?	?	0	?	?	0	?	?	3	6.00	5.27	3	6.00	5.27	0	?	?	0	?	?	0	?	?	5	6.00	10.26	4	5.00	10.06	0	?	?	0	?	?	0	?	?
201603	407362162	2014/3/19	台哥大	24	?	?	?	?	?	?	?	?	?	?	?	?	0.23	16.00	8	0.15	0.02	0.03	5.00	7.00	2.00	5	1	2	0.04	8.00	4	0.03	0.01	?	4.00	4.00	?	3	1	?	0.15	17.00	8	0.09	0.06	?	9.00	7.00	?	4	4	?	?	?	?	24	N	2	58	5	5	5	71	7308	?	N	Y	TW3	Y	TW3	N	-1	1	1	7790.00	7790.00	?	?	?	?	?	?	1	5.00	0.52	1	5.00	0.52	0	?	?	0	?	?	0	?	?	1	4.00	2.23	1	4.00	2.23	0	?	?	0	?	?	0	?	?	4	7.00	14.16	2	5.00	5.19	1	1.00	2.87	1	1.00	6.10	0	?	?
201603	207575717	2014/11/26	遠傳	16	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	16	N	1	56	5	5	S	41	42	SC	N	Y	TW3	Y	FE4	Y	7	1	1	0.00	0.00	?	?	?	?	?	?	1	?	0.00	1	?	0.00	0	?	?	0	?	?	0	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?
201603	407187731	2013/10/15	台哥大	29	16947.05	11093063.351563	508611.718750	231.00	7030.42	5751708.343750	322303.867188	241.00	9927.47	4372080.250000	251630.273438	235.00	23.49	234.00	3	23.47	?	?	232.00	?	?	2	?	?	22.35	239.00	1	22.35	?	?	239.00	?	?	1	?	?	21.76	253.00	1	21.76	?	?	253.00	?	?	1	?	?	16.00	14.00	5.00	29	N	1	30	D	5	5	6	?	SK	N	Y	YZT	Y	TW4	N	0	1	1	0.00	0.00	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	1	1.00	1.25	0	?	?	0	?	?	0	?	?	1	1.00	1.25
201603	15010886	2014/3/31	台哥大	24	35870.13	35730573.046875	0.000000	264.00	32847.42	56921947.101563	0.000000	299.00	21769.32	54468500.429688	0.000000	245.00	1.14	75.00	25	0.43	0.16	?	34.00	11.00	?	6	3	?	2.15	114.00	14	1.05	0.39	0.01	55.00	27.00	2.00	5	5	1	3.64	125.00	32	1.59	0.44	0.02	50.00	25.00	1.00	9	4	1	?	?	?	24	N	2	27	J	K	A005	29	290	SC	N	Y	TW3	Y	TW4	Y	6	1	1	0.00	0.00	N	N	N	Y	N	N	7	22.00	20.95	4	19.00	17.77	1	1.00	1.38	0	?	?	2	2.00	1.80	8	33.00	29.62	4	29.00	26.27	2	2.00	2.80	2	2.00	0.55	0	?	?	9	34.00	54.19	8	33.00	53.87	0	?	?	1	1.00	0.32	0	?	?
201603	12736316	2012/2/29	台灣之星	48	501.80	1601220.609375	142497.257813	36.00	718.48	6028853.007813	336210.492188	52.00	1189.07	2981931.820313	292930.453125	41.00	0.05	2.00	1	?	?	0.02	?	?	1.00	?	?	1	0.02	3.00	1	0.01	?	0.01	2.00	?	1.00	1	?	1	0.14	8.00	3	0.03	?	0.01	2.00	?	2.00	2	?	2	?	?	?	48	N	1	44	D	5	5	22	23a	?	N	N	?	Y	TSC	N	-1	1	1	13900.00	13900.00	?	?	?	?	?	?	2	2.00	3.13	0	?	?	2	2.00	3.13	0	?	?	0	?	?	3	3.00	20.88	2	2.00	11.85	0	?	?	0	?	?	1	1.00	9.03	1	1.00	3.72	0	?	?	1	1.00	3.72	0	?	?	0	?	?
201603	407135376	2013/8/29	遠傳	30	3906.17	4294017.570313	579480.843750	179.00	1736.00	2852574.335938	322571.460938	94.00	1927.00	2844159.890625	488316.703125	88.00	0.47	27.00	3	0.41	0.00	0.05	23.00	1.00	3.00	1	1	2	0.57	10.00	5	0.50	0.00	?	5.00	1.00	?	1	1	?	0.30	17.00	7	0.20	0.02	?	9.00	3.00	?	1	2	?	2.00	?	?	30	N	2	26	D	5	S	5	?	SA	N	Y	TW3	Y	FE4	N	-1	1	1	7190.00	7190.00	?	?	?	?	?	?	5	8.00	31.72	1	?	0.00	4	8.00	31.72	0	?	?	0	?	?	3	3.00	2.23	1	1.00	0.23	2	2.00	2.00	0	?	?	0	?	?	6	9.00	8.43	2	5.00	5.22	3	3.00	2.73	1	1.00	0.48	0	?	?
201603	404597072	2006/1/19	台哥大	123	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	123	Y	1	44	9	9	5	71	7781	?	N	Y	TAT	Y	TW4	N	-1	1	1	990.00	990.00	Y	N	N	N	N	N	9	30.00	35.05	6	27.00	33.92	0	?	?	2	2.00	0.45	1	1.00	0.68	7	43.00	62.20	5	40.00	61.78	0	?	?	1	1.00	0.20	1	2.00	0.22	7	27.00	18.22	6	26.00	18.20	0	?	?	1	1.00	0.02	0	?	?
201603	403570084	2003/10/13	台哥大	151	25996.00	1434783.031250	0.000000	141.00	28101.62	1271322.070313	0.000000	141.00	26594.00	2665748.445313	0.000000	145.00	1.05	98.00	27	0.32	0.25	0.33	21.00	24.00	36.00	9	10	9	0.77	90.00	30	0.15	0.21	0.28	12.00	28.00	37.00	4	9	10	1.45	97.00	26	0.16	0.12	0.27	11.00	17.00	47.00	5	8	10	?	?	?	151	N	1	59	J	K	A004	71	72	?	N	N	?	Y	TW4	N	0	5	4	2642.50	4090.00	Y	N	N	Y	N	N	21	53.00	26.51	7	25.00	12.17	10	22.00	10.71	2	2.00	0.75	1	2.00	0.68	21	52.00	34.52	11	25.00	13.07	7	19.00	11.29	1	1.00	1.22	1	1.00	1.57	23	59.00	32.45	6	16.00	6.79	9	25.00	13.67	1	1.00	1.25	6	14.00	10.16
201603	404049893	2004/8/17	遠傳	140	1352.70	2591415.234375	464799.921875	227.00	1388.60	5474331.679688	808790.882813	249.00	2126.98	22328956.007813	1067255.078125	189.00	0.09	9.00	3	0.09	?	?	9.00	?	?	3	?	?	0.10	7.00	2	0.09	?	?	5.00	?	?	2	?	?	0.15	66.00	3	0.02	0.10	?	4.00	60.00	?	1	1	?	?	1.00	117.00	140	N	2	26	D	5	S	8	8777	?	N	N	?	Y	FE4	N	-1	4	4	9092.50	17900.00	Y	N	N	N	N	N	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	1	1.00	0.95	1	1.00	0.95	0	?	?	0	?	?	0	?	?
201603	16241229	2015/2/24	台灣之星	12	239.72	791798.289063	187910.906250	327.00	1231.17	12614109.203125	739109.343750	341.00	1476.27	4736867.335938	749806.000000	815.00	0.05	6.00	3	0.05	?	?	6.00	?	?	3	?	?	0.15	12.00	4	0.09	0.01	?	7.00	1.00	?	3	1	?	0.22	19.00	6	0.20	?	?	17.00	?	?	5	?	?	2.00	1.00	?	12	N	1	19	D	5	5	29	29b	?	N	Y	TW3	Y	TSC	Y	11	1	1	2890.00	2890.00	?	?	?	?	?	?	4	4.00	1.42	0	?	?	1	1.00	0.68	3	3.00	0.74	0	?	?	3	3.00	3.40	1	1.00	2.55	0	?	?	2	2.00	0.85	0	?	?	6	7.00	2.85	1	1.00	0.78	2	2.00	0.29	2	2.00	0.70	1	2.00	1.08
201603	6389232	2003/9/24	台哥大	151	?	?	?	?	?	?	?	?	?	?	?	?	0.41	35.00	3	0.36	?	?	31.00	?	?	3	?	?	0.19	16.00	5	0.15	?	?	13.00	?	?	5	?	?	0.47	28.00	9	0.39	?	?	20.00	?	?	4	?	?	3.00	?	3.00	151	N	1	44	5	5	5	29	297	?	N	N	?	Y	TW4	N	-1	2	1	4990.00	4990.00	Y	N	N	N	N	N	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	2	1.00	0.05	0	?	?	0	?	?	0	?	?	2	1.00	0.05	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?
